"Temperature"	"Alcohol_Percentage"
57.1073010835805	6.40868859388407
65.1800494955069	2.76753352201733
60.8460220505514	4.21662568471926
61.6091357838467	4.33200718978768
62.8309330160224	3.54836791305755
64.2569568463355	3.22583184625292
64.7701030581561	2.85615728278435
64.4177575866028	3.1523560229204
62.7872385899819	3.94033749547
54.6834294878947	5.47462373774221
63.4950148588252	3.12772628281932
64.7837538784939	3.41095234314455
63.1058172718933	3.56146411209837
64.7500477053019	2.74640181962528
59.4008134858467	5.43424529819113
64.0702092882077	3.06328255927971
63.4055726117202	3.34072301158424
65.154690629455	2.68453547009468
61.3480098715865	3.89884114751371
61.1910949488126	4.2694617452075
57.9369578018033	5.15058039304276
63.7726021011432	3.13302731350287
61.1834218298805	3.86338858554459
64.8200374496233	2.79736034243799
62.0274728269121	4.47067168438702
53.6531364458109	6.10667697725513
64.0483274048424	3.23014293200821
62.9116630714946	3.7689257027793
62.7445708279825	3.7194487261715
65.0191987333903	2.75184750345381
62.2544425513318	3.47755586978406
61.5487843171269	4.0126099569309
56.0312069392506	6.44230951843248
59.790569051185	4.2015566833951
59.6987218403297	4.37416257247798
61.5231005501682	3.82728171451316
60.5686962947089	4.93977525093778
58.1048157255873	4.70541896140237
60.3179524066753	4.34055729899629
63.2683720463558	3.53028583208325
59.1870582959732	4.32713935948402
62.3390101311371	4.30155660669735
62.1061960853454	4.54621140735499
63.1479977591261	3.52179037691388
65.1464610539025	2.68148144423208
62.7995449998643	3.58978499159509
55.9675420179139	5.32979655823955
62.9542886344775	3.84345951753967
64.703035079957	3.05621000925905
60.9458982506921	4.47627504262192
62.1990613131681	3.94367010233743
60.1631328135841	4.46047916769182
63.6307978245362	3.16564873805516
65.1972642312167	2.8839647905569
60.3384638637499	4.91247856543342
62.2136251441825	4.2451794497446
62.3550391557996	3.66753094892509
63.9380251397757	3.04758389829999
62.7874248621148	3.57296358607657
53.3772302962622	6.68300726165319
64.5051850482589	3.30369471343465
64.2110916693454	3.05633866454279
64.2247303984884	3.29203112686428
60.9913766783179	4.35952908156797
62.1167383706606	3.76731651165084
60.2475613338484	4.33192058425825
64.1802937127918	2.88311555555099
62.2006802967659	3.35437048737583
60.8953527972328	4.63340381016214
60.6728786408949	4.31002242798838
59.3411229668007	5.34860071993286
64.7405920417203	3.01477703951937
58.5197070199734	5.23685097444584
63.908154443044	3.17662834672661
57.1472003631261	6.27673570847818
63.3209511574656	3.71704717853846
64.1047473583372	2.97201900353456
60.0956271068214	4.31396043371089
61.500327524232	3.86683030117608
61.0719154794676	4.34897143816393
57.7699234565273	5.87084979359524
63.530213757333	3.26602844745136
62.6485137117162	3.65051382866716
63.472795017023	3.27020423797281
64.5660459227589	3.16014977996692
59.387597170729	5.58672805794384
63.1438009631161	3.64645777198079
59.1223844851672	4.50385517087572
60.0627185554318	4.86385130262564
63.1966052626044	3.30236608043936
64.7197229799594	3.12181102803641
59.9828535706989	5.28841458513874
61.1623213512561	4.50441902853336
60.2548210098386	4.62712358378307
64.5938257584482	3.21566983544499
64.8634319113613	3.00499985494296
64.5264667914547	3.34657976527937
62.541134825063	4.50861888735086
58.2227707961218	5.55589329641195
60.9831131614648	4.17155222189515
61.8215155389452	3.9805218106513
65.1796601944976	2.98709950651332
62.4241427663132	4.18910050075349
60.4950927786817	4.95028830297317
62.2321450300129	3.78116962768911
63.8632749406663	3.11977923986231
61.6450958813975	3.67989512491992
53.8784456087891	6.37606440321421
64.7488390991802	2.89581841688349
63.1030202408999	3.69842911512684
60.3454130748753	4.4110328230991
61.9258466637885	4.28535417001124
56.2937202738759	5.28836299271122
60.4995372679394	4.69049862617956
60.9996945019663	4.39476525759261
62.3569262942799	4.03957519905612
64.7817504712	2.75194152034984
64.5288350726971	2.79521701027779
58.6600225359625	4.95872099957774
60.8323026973418	4.44653781947826
63.7647451780161	3.22673172813064
65.1747738102528	2.63992655761836
64.4556857751983	3.03904149169914
63.6655195188236	3.59722432028722
56.917304365613	5.46018510165301
62.0588660631076	3.83002081715501
64.0812651287226	3.26560075746071
63.9523614269066	3.37012919524695
65.0702921022332	2.89327249275636
64.9330802901225	2.60566589141508
62.0620907457211	3.88041222749683
61.8489892499383	4.32121656676865
61.8318645753402	4.472355505359
60.6256604000218	5.02929511476401
62.2831758627425	3.52354191196673
64.5146971472624	2.97431089721098
64.9816105028979	2.62659878594454
64.903502206335	2.65577521995777
56.1868362272401	6.97902764384939
61.000245711167	4.21465345611374
60.7353025309943	4.65845723260613
64.7658469769301	3.22975130086949
59.3367797816281	4.46350859292595
62.0762488016859	3.94489107312069
64.2506081117426	2.86101845236696
62.0020861225208	3.82936839426312
64.6555759788029	3.26766957847497
63.2015741678767	3.70331745797476
63.5494602765797	3.20325646781634
58.0075580688167	5.01665111184141
59.1425677718633	6.05796963861893
64.465040250991	2.80998909055821
64.4993583461926	2.94682840537813
64.6297769462035	2.92377182434066
55.8511627843405	7.00812467129865
61.9623967263098	3.93731972561029
62.0560848522266	4.25361470439883
57.0887217951573	7.02528057115814
63.5600740024798	3.42741644564046
64.3547972952915	3.04753922289264
56.1497849042634	6.0483758775356
64.2547835736411	2.65846341011484
64.834991543853	3.06474361242989
58.8667896228779	4.45006932875698
59.7557341769527	4.64164148715465
58.7841268855962	5.703601071742
57.9140802360422	6.09049693782956
